Model No.,Model Type,Accuracy,Precision,Recall,AUC,F1,Val_Accuracy,Val_Precision,Val_Recall,Val_AUC,Val_F1
8270068323767456901,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8270068323767456901,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8270068323767456901,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8270068323767456901,NeuralNetwork,0.7275,0.6957,0.252,0.6003,0.3699,0,0,0,0,0
8270068323767456901,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
8270068323767456901,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8270068323767456901,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8270068323767456901,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8270068323767456901,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8270068323767456901,NeuralNetwork,0.7275,0.6957,0.252,0.6003,0.3699,0,0,0,0,0
3274518254684650890,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
3274518254684650890,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3274518254684650890,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3274518254684650890,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3274518254684650890,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3274518254684650890,NeuralNetwork,0.72,0.5949,0.3701,0.6264,0.4563,0,0,0,0,0
3274518254684650890,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
3274518254684650890,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3274518254684650890,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3274518254684650890,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3274518254684650890,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3274518254684650890,NeuralNetwork,0.72,0.7419,0.1811,0.5759,0.2911,0,0,0,0,0
6072039078551649356,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
6072039078551649356,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6072039078551649356,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6072039078551649356,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6072039078551649356,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6072039078551649356,NeuralNetwork,0.72,0.7027,0.2047,0.5822,0.3171,0,0,0,0,0
6072039078551649356,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
6072039078551649356,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6072039078551649356,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6072039078551649356,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6072039078551649356,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6072039078551649356,NeuralNetwork,0.715,0.7097,0.1732,0.5701,0.2785,0,0,0,0,0
6962390603513454577,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
6962390603513454577,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6962390603513454577,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6962390603513454577,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6962390603513454577,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6962390603513454577,NeuralNetwork,0.69,0.5556,0.1181,0.5371,0.1948,0,0,0,0,0
6962390603513454577,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
6962390603513454577,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6962390603513454577,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6962390603513454577,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6962390603513454577,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8561149147874947627,NeuralNetwork,0.71,0.6222,0.2205,0.5791,0.3256,0,0,0,0,0
8561149147874947627,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
8561149147874947627,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8561149147874947627,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8561149147874947627,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8561149147874947627,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8561149147874947627,NeuralNetwork,0.72,0.6364,0.2756,0.6012,0.3846,0,0,0,0,0
8561149147874947627,RandomForestClassifier,0.9875,0.9841,0.9764,0.9845,0.9802,0,0,0,0,0
8561149147874947627,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8561149147874947627,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
1858013543666456579,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
1858013543666456579,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
1858013543666456579,NeuralNetwork,0.72,0.6667,0.2362,0.5906,0.3488,0,0,0,0,0
1858013543666456579,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
1858013543666456579,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
1858013543666456579,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
1858013543666456579,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
1858013543666456579,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
1858013543666456579,NeuralNetwork,0.715,0.6444,0.2283,0.5849,0.3372,0,0,0,0,0
1421723474084558083,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
1421723474084558083,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
1421723474084558083,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
1421723474084558083,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
1421723474084558083,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
1421723474084558083,NeuralNetwork,0.705,0.6286,0.1732,0.5628,0.2716,0,0,0,0,0
1421723474084558083,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
1421723474084558083,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
1421723474084558083,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
1421723474084558083,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
1421723474084558083,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3076121936587748890,NeuralNetwork,0.7325,0.6923,0.2835,0.6124,0.4022,0,0,0,0,0
3076121936587748890,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
3076121936587748890,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3076121936587748890,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3076121936587748890,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3076121936587748890,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
409366235024016982,NeuralNetwork,0.7075,0.6471,0.1732,0.5646,0.2733,0,0,0,0,0
409366235024016982,RandomForestClassifier,0.9875,0.9841,0.9764,0.9845,0.9802,0,0,0,0,0
6946936902343574796,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6946936902343574796,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6946936902343574796,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6946936902343574796,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6946936902343574796,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7561138039508074082,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
7561138039508074082,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7561138039508074082,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
7561138039508074082,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7561138039508074082,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7561138039508074082,NeuralNetwork,0.69,0.5263,0.2362,0.5687,0.3261,0,0,0,0,0
7561138039508074082,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
7561138039508074082,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7561138039508074082,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
7561138039508074082,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7561138039508074082,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7561138039508074082,NeuralNetwork,0.705,0.6364,0.1654,0.5607,0.2625,0,0,0,0,0
4171318104213591007,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4171318104213591007,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4171318104213591007,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4171318104213591007,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4171318104213591007,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4171318104213591007,NeuralNetwork,0.6975,0.5349,0.3622,0.6078,0.4319,0,0,0,0,0
4171318104213591007,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4171318104213591007,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4171318104213591007,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4171318104213591007,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4171318104213591007,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4171318104213591007,NeuralNetwork,0.7275,0.7143,0.2362,0.5961,0.355,0,0,0,0,0
5181964307903420413,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
5181964307903420413,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5181964307903420413,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5181964307903420413,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5181964307903420413,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
5181964307903420413,NeuralNetwork,0.6875,0.5385,0.1102,0.5331,0.183,0,0,0,0,0
5181964307903420413,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
5181964307903420413,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5181964307903420413,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5181964307903420413,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5181964307903420413,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2500959092091765188,NeuralNetwork,0.7175,0.6346,0.2598,0.5951,0.3687,0,0,0,0,0
2500959092091765188,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2500959092091765188,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2500959092091765188,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2500959092091765188,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2500959092091765188,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2500959092091765188,NeuralNetwork,0.7075,0.6042,0.2283,0.5794,0.3314,0,0,0,0,0
3730871911994931935,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
3730871911994931935,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3730871911994931935,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3730871911994931935,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3730871911994931935,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3730871911994931935,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3730871911994931935,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
3730871911994931935,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3730871911994931935,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3730871911994931935,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3730871911994931935,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8343383460761425885,NeuralNetwork,0.71,0.617,0.2283,0.5812,0.3333,0,0,0,0,0
8343383460761425885,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
8343383460761425885,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8343383460761425885,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8343383460761425885,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8343383460761425885,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8343383460761425885,NeuralNetwork,0.735,0.7838,0.2283,0.5995,0.3537,0,0,0,0,0
2547941542833561990,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2547941542833561990,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2547941542833561990,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2547941542833561990,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2547941542833561990,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2547941542833561990,NeuralNetwork,0.7275,0.6731,0.2756,0.6067,0.3911,0,0,0,0,0
2547941542833561990,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2547941542833561990,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2547941542833561990,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2547941542833561990,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2547941542833561990,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2547941542833561990,NeuralNetwork,0.72,0.623,0.2992,0.6075,0.4043,0,0,0,0,0
2547941542833561990,RandomForestClassifier,0.9875,0.9919,0.9685,0.9824,0.9801,0,0,0,0,0
2547941542833561990,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4886269164683414365,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4886269164683414365,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4886269164683414365,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4886269164683414365,NeuralNetwork,0.7,0.5854,0.189,0.5634,0.2857,0,0,0,0,0
4886269164683414365,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4886269164683414365,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4886269164683414365,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4886269164683414365,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4886269164683414365,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4886269164683414365,NeuralNetwork,0.6875,0.5833,0.0551,0.5184,0.1007,0,0,0,0,0
176028497692255011,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
176028497692255011,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
176028497692255011,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
176028497692255011,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
176028497692255011,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
176028497692255011,NeuralNetwork,0.72,0.6415,0.2677,0.5991,0.3778,0,0,0,0,0
176028497692255011,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
176028497692255011,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
176028497692255011,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
176028497692255011,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
176028497692255011,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
5560979999707304632,NeuralNetwork,0.72,0.6316,0.2835,0.6033,0.3913,0,0,0,0,0
5560979999707304632,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
5560979999707304632,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5560979999707304632,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5560979999707304632,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5560979999707304632,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2674639078810029949,NeuralNetwork,0.6875,0.6667,0.0315,0.5121,0.0602,0,0,0,0,0
2674639078810029949,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
2674639078810029949,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2674639078810029949,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2674639078810029949,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2674639078810029949,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2674639078810029949,NeuralNetwork,0.7175,0.6129,0.2992,0.6057,0.4021,0,0,0,0,0
2400688286585093374,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
2400688286585093374,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2400688286585093374,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2400688286585093374,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2400688286585093374,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2400688286585093374,NeuralNetwork,0.705,0.5957,0.2205,0.5754,0.3218,0,0,0,0,0
2400688286585093374,RandomForestClassifier,0.9875,0.9841,0.9764,0.9845,0.9802,0,0,0,0,0
2400688286585093374,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2400688286585093374,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2400688286585093374,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2400688286585093374,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2400688286585093374,NeuralNetwork,0.7125,0.6071,0.2677,0.5936,0.3716,0,0,0,0,0
2400688286585093374,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
5885436053853809718,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5885436053853809718,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5885436053853809718,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5885436053853809718,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
5885436053853809718,NeuralNetwork,0.72,0.7273,0.189,0.578,0.3,0,0,0,0,0
5885436053853809718,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
5885436053853809718,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5885436053853809718,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5885436053853809718,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5885436053853809718,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8363354259557040487,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8363354259557040487,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
8363354259557040487,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8363354259557040487,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8363354259557040487,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8363354259557040487,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8363354259557040487,NeuralNetwork,0.7175,0.64,0.252,0.593,0.3616,0,0,0,0,0
8363354259557040487,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
8363354259557040487,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8363354259557040487,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8363354259557040487,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8363354259557040487,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
439895858945189530,NeuralNetwork,0.7225,0.6739,0.2441,0.5946,0.3584,0,0,0,0,0
439895858945189530,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
439895858945189530,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
439895858945189530,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
439895858945189530,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
439895858945189530,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
439895858945189530,NeuralNetwork,0.73,0.6863,0.2756,0.6085,0.3933,0,0,0,0,0
439895858945189530,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
439895858945189530,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
439895858945189530,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8693464116743514000,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8693464116743514000,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8693464116743514000,NeuralNetwork,0.7025,0.6053,0.1811,0.5631,0.2788,0,0,0,0,0
8693464116743514000,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
8693464116743514000,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
8693464116743514000,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
8693464116743514000,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8693464116743514000,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2406972274808170261,NeuralNetwork,0.725,0.7576,0.1969,0.5838,0.3125,0,0,0,0,0
2406972274808170261,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2406972274808170261,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2406972274808170261,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2406972274808170261,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2406972274808170261,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2406972274808170261,NeuralNetwork,0.7125,0.6364,0.2205,0.5809,0.3275,0,0,0,0,0
2406972274808170261,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2406972274808170261,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2406972274808170261,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2406972274808170261,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2406972274808170261,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4396425742933683086,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4396425742933683086,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4396425742933683086,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4396425742933683086,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4396425742933683086,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4396425742933683086,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4396425742933683086,NeuralNetwork,0.6975,0.6071,0.1339,0.5468,0.2194,0,0,0,0,0
88107144422343305,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
88107144422343305,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
88107144422343305,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
88107144422343305,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
88107144422343305,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
88107144422343305,NeuralNetwork,0.7075,0.6471,0.1732,0.5646,0.2733,0,0,0,0,0
88107144422343305,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
88107144422343305,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
88107144422343305,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
88107144422343305,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
8185140969424579282,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8185140969424579282,NeuralNetwork,0.7,0.6207,0.1417,0.5507,0.2308,0,0,0,0,0
8185140969424579282,RandomForestClassifier,0.9875,0.9841,0.9764,0.9845,0.9802,0,0,0,0,0
